source,domain,method,n,mean,median,trimmed_mean,winsor_mean,ci_low,ci_high,rank_within_source
A1,arxiv,Q_baseline,1419,0.7646787201897518,0.7682316583024248,0.7663016333402398,0.7657775400035305,0.7626814732215101,0.7668553247110559,1.0
A1,arxiv,Q_critic,1419,0.754356855925552,0.7568770955892838,0.7553555723402716,0.7549678855282229,0.7516838080811026,0.7570208959277498,1.0
A1,arxiv,Q_robust,1419,0.7723272199431298,0.7785718973176983,0.7745774129156267,0.773850127943936,0.7695042585831999,0.7751566280666788,1.0
A1,arxiv,Q_penalty,1419,0.7389397773801966,0.7423873448950581,0.7404494850761305,0.7398621116182817,0.73635221764239,0.7415488025385891,1.0
A1,arxiv,Q_hard,1419,0.7638610799623966,0.7680231752592649,0.7657317862665457,0.7651621549505354,0.7616485055679552,0.7665253451697581,1.0
A1,book,Q_baseline,171,0.6200730289985891,0.629965309827944,0.6204237569146369,0.6202481594273712,0.6081580801430301,0.6310124674643721,6.0
A1,book,Q_critic,171,0.5688435091735532,0.5717935833678025,0.5694207393366272,0.5686376212874237,0.5588005969134039,0.5795207779687881,7.0
A1,book,Q_robust,171,0.6147319802400054,0.6152940174231933,0.6131595987287913,0.6147033623626849,0.602456934720922,0.6266857537182045,6.0
A1,book,Q_penalty,171,0.5662288030887714,0.5731697828583976,0.5666800429404805,0.5657764523924178,0.5559252761991752,0.5770457116964453,6.0
A1,book,Q_hard,171,0.6118347590617608,0.623280779786516,0.6142448050959071,0.6134900244226057,0.6035775001485547,0.621301039588098,6.0
A1,c4,Q_baseline,10000,0.6894487209963724,0.7020906521014799,0.6957282370022704,0.6923191157883176,0.6877112203749991,0.6911162865225476,4.0
A1,c4,Q_critic,10000,0.6798549067578475,0.684758190837657,0.6829201708490541,0.6815045101002868,0.6781416147319167,0.6814430127125635,4.0
A1,c4,Q_robust,10000,0.7108858915720689,0.7291835466578345,0.7211334684466263,0.7162505084583148,0.7091329850921765,0.7132024101456039,3.0
A1,c4,Q_penalty,10000,0.6427571638429703,0.6504777677994037,0.646954253878816,0.6447253713612294,0.6409446066964434,0.6446539494596779,4.0
A1,c4,Q_hard,10000,0.6574783475146019,0.6697613802685629,0.6626927616077019,0.6601493655067547,0.6553356091397333,0.6599303293745528,4.0
A1,commoncrawl,Q_baseline,9640,0.7092007574378593,0.7194480587474227,0.7154667906692654,0.7129085024461936,0.7077748550998686,0.7105575950584098,2.0
A1,commoncrawl,Q_critic,9640,0.7195036654431389,0.7270084830021005,0.7241986996959228,0.7225396610685422,0.718112116504413,0.720976181952081,3.0
A1,commoncrawl,Q_robust,9640,0.7424445102242169,0.7655973339748311,0.754376737956418,0.7484260405284615,0.7408456677806419,0.7440636914576576,2.0
A1,commoncrawl,Q_penalty,9640,0.6719562149622402,0.6791959196405691,0.6772033023719677,0.675535784656505,0.6704498288210095,0.6737062037518715,2.0
A1,commoncrawl,Q_hard,9640,0.6944006718567792,0.7110677727842803,0.7018379884911622,0.6979859403017922,0.6925804527331088,0.696322370950443,3.0
A1,github,Q_baseline,10000,0.5749706595211239,0.57951625369115,0.5762153755046476,0.5745879671274464,0.5735667270036682,0.5766307841394964,7.0
A1,github,Q_critic,10000,0.620204842132599,0.6289476337189919,0.6238390109927591,0.6217783470840879,0.618686079805495,0.6218911491366048,6.0
A1,github,Q_robust,10000,0.5731972351518577,0.5814089653084304,0.5764539532825967,0.5745723524717457,0.5713954691498146,0.574960085250227,7.0
A1,github,Q_penalty,10000,0.5382103451109103,0.5438741515722234,0.5398902740175242,0.5379171959087354,0.5365749950245025,0.5401299874002916,7.0
A1,github,Q_hard,10000,0.5736210335915736,0.5788327425544681,0.5752189511454047,0.5734618093381261,0.5718703653049622,0.5752032534728296,7.0
A1,stackexchange,Q_baseline,10000,0.6959010296594503,0.7025825688164682,0.6991853710016411,0.6976164385552887,0.6944516447911968,0.6973673525841745,3.0
A1,stackexchange,Q_critic,10000,0.7220754169226722,0.7290715929754594,0.7260885740826345,0.7243326825994032,0.7208746866483087,0.7233126529561364,2.0
A1,stackexchange,Q_robust,10000,0.6996026406271284,0.7043677785854092,0.7022606795755375,0.7015833505581389,0.6981579129387879,0.7009584123998696,4.0
A1,stackexchange,Q_penalty,10000,0.669370240077912,0.6775303037328404,0.6731582366216837,0.6710706550138897,0.6678535294994636,0.6708925318271076,3.0
A1,stackexchange,Q_hard,10000,0.6955474415499513,0.702475156868272,0.6990195825472856,0.6973947645062107,0.6943926931061163,0.6968622174671425,2.0
